[00:00:11.548 --> 00:00:12.889]  He stands for truth.
[00:25:06.977 --> 00:25:11.640]  Night vision cameras, covert phone and voice recorders, powerful binoculars, security systems and more.
[00:25:11.840 --> 00:25:17.684]  Find hidden cameras wherever you go with a small handheld spy finder and locate hidden transmitters with one of our bug detectors.
[00:25:17.964 --> 00:25:23.626]  Spyville.com also carries a wide variety of night vision scopes, allowing you to see in the darkest of conditions.
[00:25:23.866 --> 00:25:28.527]  Protect your home and business with our complete line of security cameras, made to fit any situation.
[00:25:28.767 --> 00:25:31.588]  We also carry a large selection of personal security devices.
[00:25:31.828 --> 00:25:37.910]  Keep your personal belongings secure using our hidden safes made out of everyday household items, including an outlet safe and even an
[00:25:37.910 --> 00:25:38.430]  Or call us today at 866-779-8455.
[00:25:38.450 --> 00:25:38.950]  That's 866-779-8455.
[00:25:39.010 --> 00:25:41.551]  Use promotional code GCN007 and receive a 5% discount when ordering online.
[00:25:41.571 --> 00:25:44.032]  Spyville.com, where your personal security and well-being is our goal.
[00:26:00.052 --> 00:26:03.234]  Yes, there is an in-dash AM-FM shortwave radio.
[00:26:03.514 --> 00:26:11.619]  For limited time and in limited numbers, the Sony GT160S AM-FM shortwave radio and CD player is available only at the Power Hour.
[00:26:11.899 --> 00:26:19.964]  This radio is designed to eliminate interference from ignition systems, and the result is clear, clean reception, so you can hear your favorite broadcasts both domestically and internationally.
[00:26:20.284 --> 00:26:24.086]  Get your Sony AM-FM shortwave radio and CD player from the Power Hour today.
[00:26:24.486 --> 00:26:24.866]  We're good to go.
[00:26:43.800 --> 00:26:47.663]  These radios are not available anywhere else and for a limited time, so call now.
[00:26:47.884 --> 00:26:48.104]  Call 877-817-9829.
[00:26:48.124 --> 00:26:50.786]  That's 877-817-9829 and get your Sony GT160S AM FM shortwave radio and CD player from the Power Hour.
[00:26:50.806 --> 00:26:51.747]  Thank you for listening to GCN.
[00:26:51.767 --> 00:26:52.868]  Be sure to visit GCNlive.com today.
[00:27:27.267 --> 00:27:30.329]  All right, ladies and gentlemen, we're back live.
[00:27:30.709 --> 00:27:32.069]  Taking your phone calls at 877-590-5525.
[00:27:32.109 --> 00:27:37.271]  Listen to us in Texas, 836-0590.
[00:27:37.652 --> 00:27:41.553]  I'm going to finish up with this call and get into some of the economic news.
[00:27:41.613 --> 00:27:44.134]  And coming up, Mexico ready to interfere in U.S.
[00:27:44.214 --> 00:27:44.634]  elections.
[00:27:44.654 --> 00:27:45.415]  I've got news for you.
[00:27:45.435 --> 00:27:47.816]  It's already happening, but that's from CNN.
[00:27:47.836 --> 00:27:47.936]  CNN.
[00:27:48.887 --> 00:27:54.086]  Going back to Jay in Tennessee talking about the scientific dictatorship.
[00:27:54.106 --> 00:27:54.989]  For folks that don't know...
[00:27:55.956 --> 00:28:04.399]  Hundreds of textbooks, thousands of documents, hundreds and hundreds of books by top sociologists, top PR masters, the father of modern advertising, Edward Bernays.
[00:28:04.919 --> 00:28:09.161]  I mean, literally, it's all they talk about is how to control people, how people operate, how to manipulate them.
[00:28:09.601 --> 00:28:12.522]  They even taught you to not believe that even exists.
[00:28:12.602 --> 00:28:16.103]  Believe me, it does exist, and my job is not even to convince you of anything.
[00:28:16.143 --> 00:28:20.785]  It's to get you to realize that things are happening around you, that people are trying to influence you.
[00:28:21.397 --> 00:28:30.644]  And I'm very honest that I'm trying to influence you, but they're more subtle in the different types of propaganda, this propaganda net web that they put over you.
[00:28:31.525 --> 00:28:33.026]  But they said in the 20s, 30s, 40s, 50s,
[00:28:34.508 --> 00:28:34.728]  I think?
[00:29:04.153 --> 00:29:05.554]  What are we doing today, Pinky?
[00:29:05.614 --> 00:29:06.775]  The same thing we do every day.
[00:29:07.256 --> 00:29:08.397]  Trying to take over the world.
[00:29:08.417 --> 00:29:11.599]  You know, the old rock and roll song, everybody wants to rule the world.
[00:29:11.900 --> 00:29:13.861]  Well, that's what they certainly in the elite want.
[00:29:14.482 --> 00:29:15.523]  Jay in Tennessee.
[00:29:15.843 --> 00:29:17.885]  Go ahead, sir, and finish up your statement.
[00:29:19.686 --> 00:29:26.532]  I've had upper-level social theory classes, and just like you said, you don't have to go very far in the...
[00:29:27.227 --> 00:29:27.787]  We're good to go.
[00:29:27.807 --> 00:29:28.468]  We're good to go.
[00:29:47.307 --> 00:29:49.769]  Bring about sort of a hive mind.
[00:29:49.909 --> 00:30:04.701]  Yeah, Thomas Jefferson, 230, 240 years ago, wrote that we had to stay agrarian, but also stay the educated yeoman farmer, because centralization in cities would allow the elites of Europe, as they'd always done, to get total control.
[00:30:04.721 --> 00:30:05.963]  Exactly.
[00:30:06.123 --> 00:30:12.448]  And that's precisely what Russell commented, or what was saying in an article he posted on Truth News.
[00:30:13.476 --> 00:30:22.925]  And so, I mean, as a response to the guy who called in a few weeks ago trying to argue that Bertrand Russell was a good guy, I mean, there's nothing good about Bertrand Russell.
[00:30:23.205 --> 00:30:25.847]  Bertrand Russell said that blacks were basically not human.
[00:30:26.388 --> 00:30:26.808]  Exactly.
[00:30:27.248 --> 00:30:31.953]  But, oh, we're not supposed to read his books that say that, because he's a Nobel Prize winner and the liberals say he's great.
[00:30:31.973 --> 00:30:35.236]  I mean, Margaret Sanger gave awards to Hitler, got awards from him.
[00:30:35.756 --> 00:30:37.758]  We have all her letters calling blacks weeds.
[00:30:38.422 --> 00:30:44.906]  But then, again, folks, all these poor black people out there, just like everybody else who believes the system cares about them, and the liberals love you.
[00:30:45.307 --> 00:30:46.387]  Oh, yeah, they really love you.
[00:30:47.128 --> 00:30:47.868]  They really love you.
[00:30:47.888 --> 00:30:51.431]  Let me tell you, they want to totally dominate you.
[00:30:52.191 --> 00:30:57.355]  All right, we're going to go back to your calls, Greg and Andrew and others coming up.
[00:30:57.375 --> 00:30:58.495]  But let me get into the economy.
[00:30:58.515 --> 00:31:05.380]  If you've been listening to me for the last ten years or even the last year or six months, you know I've been saying that
[00:31:06.101 --> 00:31:32.718]  The globalists stated in the 70s with the Trilateral Commission public statements that they would create a euro, as they've done, they would then create a union in North America, then larger, that they would destroy the dollar, that they would then have a currency crisis that went on for several years or longer, as long as a decade, between the dollar and the euro and other competing currencies, and then have a global benchmark
[00:31:34.064 --> 00:31:43.970]  On a new global cashless society, currency that they can fully control and manipulate, and if you weren't a good little globalist, they'd turn your national ID card off.
[00:31:43.990 --> 00:31:47.412]  If you're not a good little globalist, they're going to have debtor prisons again.
[00:31:47.752 --> 00:31:54.455]  You walk outside your house, or even if you're homeless, the camera face scans you, police come and pick you up and put you in a labor camp.
[00:31:54.496 --> 00:31:56.176]  They're now proposing this, talking about it.
[00:31:56.697 --> 00:31:59.538]  So everything they said decades ago, they're now implementing.
[00:32:00.619 --> 00:32:00.719]  And
[00:32:01.557 --> 00:32:05.501]  This is a report from the New York Times today.
[00:32:05.521 --> 00:32:09.044]  And it says, Seeking tools to calm a market.
[00:32:09.304 --> 00:32:12.347]  And, of course, they put this, they couch this as the government's trying to help you.
[00:32:12.367 --> 00:32:13.308]  But listen carefully.
[00:32:16.570 --> 00:32:22.175]  They go on to report that we had a 59.91 fall just this last week in the Dow at 12,099.30.
[00:32:27.006 --> 00:32:36.590]  And they say that Friday the Dow in the next year could sink, this is the New York Times, to 6,000 by the end of the year as the country slides into deep recession.
[00:32:38.051 --> 00:32:39.532]  And it goes on from there.
[00:32:40.412 --> 00:32:43.253]  But see, even that is just the surface.
[00:32:43.894 --> 00:32:52.438]  If you have the dollar at less than half the value it was in 2000, this is very simple 2 plus 2 equals 4 stuff.
[00:32:53.998 --> 00:32:55.119]  If you look at that,
[00:32:56.261 --> 00:32:56.902]  You're good to go.
[00:33:16.744 --> 00:33:20.285]  And, you know, this is going to... Look, I'm not the one that set up this fiat system.
[00:33:20.745 --> 00:33:26.046]  You know, we got the IMF World Bank documents when their chief economist, Nobel Prize winner Joseph Stiklitz, quit in 2002.
[00:33:26.486 --> 00:33:30.586]  And there was the IMF saying, we've bankrupted all these third world countries.
[00:33:30.706 --> 00:33:45.349]  And then once they're imploded, they like that, once they totally fall apart and have a depression, the big central banks that still issue the currencies and have the foreign strong currencies they control can come in and literally fire sale everything and buy it up.
[00:33:46.585 --> 00:33:46.945]  Okay?
[00:33:48.106 --> 00:33:51.627]  That's why they've done this to third world country after third world country after third world country.
[00:33:52.027 --> 00:33:56.928]  And that's why now it is starting to come home to roost here.
[00:33:57.629 --> 00:33:59.309]  And they're doing it by design.
[00:33:59.829 --> 00:34:01.730]  Now the very same global interests.
[00:34:02.330 --> 00:34:03.410]  These are not capitalists.
[00:34:03.430 --> 00:34:04.271]  These are not free markets.
[00:34:04.291 --> 00:34:05.071]  They're robber barons.
[00:34:05.311 --> 00:34:08.892]  They're monopoly men who control the issuance of currency and credit.
[00:34:09.432 --> 00:34:09.512]  Okay?
[00:34:09.532 --> 00:34:11.393]  And that's why they run everything and own everything.
[00:34:12.122 --> 00:34:17.024]  I mean, everything in the free market, all the supposed wealth that they don't control is only about 20%.
[00:34:18.005 --> 00:34:19.365]  They have 80% of everything.
[00:34:19.725 --> 00:34:20.866]  Now they want it all.
[00:34:21.466 --> 00:34:25.888]  And to do that, they have to have a global slide into deep recession and then depression.
[00:34:26.148 --> 00:34:27.869]  They're going to call it depression or recession.
[00:34:28.229 --> 00:34:34.732]  We have not been out of a recession for decades.
[00:34:35.592 --> 00:34:37.913]  The debt goes up, corporate, government, private.
[00:34:38.894 --> 00:34:39.074]  The...
[00:34:39.969 --> 00:34:43.811]  The amount of hours you have to work, your standard of living and reality goes down.
[00:34:43.851 --> 00:34:48.473]  Just because your house that was $200,000 is now $500,000, that's devalued currency.
[00:34:49.213 --> 00:34:51.074]  Everybody's leveraged out on their credit cards.
[00:34:51.694 --> 00:34:55.255]  This was all done and precipitated, and this is in their own documents.
[00:34:55.476 --> 00:34:56.416]  This is what's so incredible.
[00:34:56.996 --> 00:35:00.558]  By design to get you into this position.
[00:35:00.658 --> 00:35:02.779]  Now, they suddenly announce.
[00:35:03.579 --> 00:35:08.381]  Remember on a conspiracy theory a month ago, a year ago, two years ago, talking about the exact issues you can now read in the news.
[00:35:09.048 --> 00:35:11.770]  But they spin it and say, don't worry, we'll freeze interest rates.
[00:35:12.971 --> 00:35:25.040]  Well, if they freeze interest rates at 5%, 5.5%, then the world that's already running away from the dollar isn't going to continue to buy securities in the dollar, and the dollar's going to drop even more.
[00:35:25.060 --> 00:35:32.906]  And they've now made the decision to have another rate cut, and of course the dollar went down in the last few weeks, and gold went up to over $910 an ounce.
[00:35:34.147 --> 00:35:35.989]  That's because gold didn't really go up,
[00:35:38.030 --> 00:35:40.412]  What have I been saying for three years?
[00:36:04.600 --> 00:36:13.448]  Since we learned in 2005, 2006, I went to the Bilderberg Group, where the 125 richest people in the world, the royalty, the Rothschilds, the Rockefellers, they're all there.
[00:36:14.469 --> 00:36:15.589]  We had people inside.
[00:36:15.630 --> 00:36:18.112]  We got the data out, and we told you what was going to happen.
[00:36:18.132 --> 00:36:19.973]  We said they're going to kill the housing market.
[00:36:20.033 --> 00:36:27.920]  They want to bring the market down by design to start the unraveling of the economy so they can come in after they've blown it out and loot.
[00:36:28.761 --> 00:36:28.941]  Now!
[00:36:29.611 --> 00:36:31.092]  Those shows are all on the Internet.
[00:36:31.112 --> 00:36:33.454]  The articles we wrote are all at PrisonPlanet.com.
[00:36:33.855 --> 00:36:34.595]  I'm on record.
[00:36:35.336 --> 00:36:36.157]  Always right.
[00:36:36.677 --> 00:36:37.738]  Always on target.
[00:36:38.368 --> 00:36:41.810]  Because I read what they say they're going to do to us.
[00:36:42.130 --> 00:36:43.331]  It isn't hard!
[00:36:43.591 --> 00:36:44.852]  And I'm tired of it!
[00:36:45.052 --> 00:36:49.935]  It's time for you to find out who our real enemy is and get mad!
[00:36:50.236 --> 00:36:55.959]  Because if you don't get mad and take action, they're going to go ahead and decide to take us down to zero!
[00:36:55.979 --> 00:36:57.660]  I don't want to be a slave!
[00:36:57.940 --> 00:36:59.001]  Stand up to them!
[00:36:59.181 --> 00:37:00.602]  Don't you want to be free?
[00:37:00.822 --> 00:37:04.805]  It seems like every time you pull up to the pump, gas prices have gone up again.
[00:37:06.946 --> 00:37:18.520]  System 48 Plus increases horsepower, improves engine performance, and restores compression with one easy application.
[00:37:18.661 --> 00:37:22.946]  System 48 Plus even cleans the engine walls, saving you from costly repairs.
[00:37:23.226 --> 00:37:23.666]  We're good to go.
[00:37:45.486 --> 00:37:46.126]  Save your money.
[00:37:46.306 --> 00:37:47.207]  The time is now.
[00:37:47.407 --> 00:37:53.031]  Order your System 48 Plus for only $19.95 by calling 866-527-8430.
[00:37:53.071 --> 00:37:55.752]  That's 866-527-8430.
[00:37:55.892 --> 00:38:00.015]  Or order online at system48.net today.
[00:38:00.035 --> 00:38:01.236]  Hi neighbor.
[00:38:01.836 --> 00:38:03.497]  The world famine is in its third year.
[00:38:03.917 --> 00:38:06.038]  Our harvest is too small to get through the year.
[00:38:06.639 --> 00:38:13.443]  Genetically poisoned food, dangerous food imports, and constantly recalled disease contaminated foods are mixed in with our safe food.
[00:38:14.312 --> 00:38:17.093]  Farm food production has turned into ethanol fuel.
[00:38:17.733 --> 00:38:18.414]  What should I do?
[00:38:18.934 --> 00:38:21.635]  How long can I afford food or till there's no food?
[00:38:22.215 --> 00:38:23.676]  How long before it's all poisoned?
[00:38:24.276 --> 00:38:26.537]  Will three years worth of food supply be enough?
[00:38:26.997 --> 00:38:30.438]  Or will it only postpone my trip to the population control bread line?
[00:38:30.898 --> 00:38:32.999]  Will it be okay to wait till after the holidays?
[00:38:33.439 --> 00:38:37.421]  I'll use what I didn't spend on Christmas for a something is better than nothing supply.
[00:38:37.901 --> 00:38:38.781]  I'll get the rest later.
[00:38:39.202 --> 00:38:40.102]  How long do I dare wait?
[00:38:40.905 --> 00:38:44.108]  I know I'll regret not starting sooner and not getting enough food.
[00:38:44.728 --> 00:38:46.890]  I have to decide while I still have a choice.
[00:38:47.370 --> 00:38:48.291]  Tell me what to do.
[00:38:48.952 --> 00:38:51.414]  Now take your own advice and call 800-409-5633 or on the web efoodsdirect.com.
[00:38:51.434 --> 00:38:51.574]  Call 800-409-5633.
[00:39:00.920 --> 00:39:06.545]  Now that we are in the midst of the presidential primaries, Republican candidate Ron Paul needs our support more than ever.
[00:39:06.945 --> 00:39:12.930]  Ron Paul stands for the issues that need to be addressed and not glossed over and forgotten like the globalist crowd being fielded.
[00:39:13.291 --> 00:39:18.355]  Unlike other candidates, Ron Paul takes a stand to follow what our forefathers envisioned America to be.
[00:39:18.575 --> 00:39:22.816]  Go to ronpaulstickers.com to find the latest Ron Paul promotional media to help promote our last hope for America.
[00:39:22.836 --> 00:39:25.056]  Yard signs, bumper stickers, window decals, buttons.
[00:39:42.720 --> 00:39:44.102]  Car magnets and much more.
[00:39:44.383 --> 00:39:45.665]  Support Ron Paul.
[00:39:45.885 --> 00:39:48.869]  Take the stand for the traditional values that America needs.
[00:39:49.090 --> 00:39:53.476]  Go to RonPaulStickers.com and help get the word out about Ron Paul.
[00:39:53.836 --> 00:39:55.218]  This is our chance, America.
[00:39:55.479 --> 00:39:56.040]  Stand up.
[00:39:56.440 --> 00:39:57.602]  Now is the time to act.
[00:40:00.206 --> 00:40:00.947]  Job stress.
[00:40:01.127 --> 00:40:02.249]  Painful relationships.
[00:40:02.449 --> 00:40:03.730]  Unbearable money pressures.
[00:40:03.831 --> 00:40:05.392]  Deteriorating health conditions.
[00:40:05.593 --> 00:40:11.900]  Are political uncertainties and a world spinning out of control keeping you from getting the restful sleep your body desperately needs?
[00:40:12.241 --> 00:40:12.721]  It's true.
[00:40:12.941 --> 00:40:16.706]  Researchers now know that insufficient sleep can lead to dangerous health problems.
[00:40:16.906 --> 00:40:17.646]  We're good to go.
[00:40:39.633 --> 00:40:40.073]  We're good to go.
[00:40:40.093 --> 00:40:40.553]  We're good to go.
[00:41:13.965 --> 00:41:19.707]  All right, we're back live, and then we've got LaVon, Eric, Greg, Andrew, many others, patiently holding at 877-590-5525.
[00:41:20.248 --> 00:41:21.388]  All right.
[00:41:22.869 --> 00:41:41.877]  I challenge new listeners, listening around the country on AM, FM dials, shortwave internet, satellite, to go back and just look at the financial reports we've put out at prisonplanet.com, infowars.com, and some of them in the last six, seven, eight years have
[00:41:42.483 --> 00:41:45.265]  Documenting what was going to happen, exactly what was going to happen.
[00:41:45.665 --> 00:41:46.926]  Imagine you're the private banks.
[00:41:46.946 --> 00:41:49.848]  You've somehow brought control of the governments in the last 200 years, the U.S.
[00:41:49.888 --> 00:41:50.348]  in the last 90.
[00:41:51.689 --> 00:41:53.851]  You are able to issue all the credit you want.
[00:41:53.911 --> 00:42:04.178]  You issue it in a predatory way like a loan shark to fully bankrupt and to create an economic system where no one could pay it off so you could consolidate.
[00:42:05.114 --> 00:42:14.518]  Under the guise of growing the economy, where really what you were doing was getting everybody in a position where you could pull a rug fully out from under them.
[00:42:15.358 --> 00:42:28.583]  Now, there are hundreds and hundreds of things that they're able to do once they implode an economy, but I keep explaining that when the dollar loses 60% of its value against the euro in the last seven years, I keep saying seven, since 2000 it's been eight years,
[00:42:30.353 --> 00:42:33.976]  So in the last eight years, that they're able to then come in and buy up everything.
[00:42:33.996 --> 00:42:38.581]  But they don't just come in and buy up companies and sections of the stock market and the media and Hollywood.
[00:42:39.902 --> 00:42:43.745]  They don't just come in and buy the gold mines and the mineral deposits.
[00:42:44.146 --> 00:42:47.149]  They come in and buy off your politicians criminally, corruptly.
[00:42:47.369 --> 00:42:50.892]  They come in and buy them off publicly and they hand them over the roads for nothing.
[00:42:51.653 --> 00:42:52.874]  Just for campaign contributions.
[00:42:52.914 --> 00:42:53.935]  They hand over the reservoirs.
[00:42:53.975 --> 00:42:55.156]  They hand over the power plants.
[00:42:55.655 --> 00:42:56.656]  They hand them all over.
[00:42:57.097 --> 00:43:00.861]  I mean, this is full-scale looting that is going on.
[00:43:00.901 --> 00:43:02.122]  Here's the New York Times today.
[00:43:02.282 --> 00:43:05.326]  Overseas investors buy aggressively in U.S.
[00:43:05.926 --> 00:43:08.769]  Last May, a Saudi Arabian conglomerate bought a Massachusetts plastic maker.
[00:43:09.010 --> 00:43:11.893]  In November, a French company established a new factory in Adrian, Michigan.
[00:43:12.934 --> 00:43:16.378]  And then it goes on to make it look positive and just mention just a few.
[00:43:17.699 --> 00:43:18.940]  And I guess in the sick way it's true.
[00:43:18.960 --> 00:43:24.343]  As we become more and more third world, we'll start competing with China and India in places, but we'll live like they do.
[00:43:24.723 --> 00:43:33.388]  For much of the world, the United States is now on sale at discount prices, this is the New York Times, with credit tight, unemployment growing, and worries mounting about a potential recession.
[00:43:33.508 --> 00:43:35.049]  A potential recession.
[00:43:36.450 --> 00:43:42.954]  They supposedly have said since 2001 to 2007, the economic numbers, that we have this big boom.
[00:43:43.596 --> 00:43:48.998]  But the median income lost $1,000 in this nation.
[00:43:49.959 --> 00:43:53.580]  In six plus years, we lost $1,000 per worker.
[00:43:54.960 --> 00:43:56.281]  That was per worker, not just household.
[00:43:56.301 --> 00:43:57.181]  It was more per household.
[00:43:57.441 --> 00:43:58.342]  Go pull these numbers up.
[00:43:58.362 --> 00:43:59.362]  I was reading them just last week.
[00:44:00.203 --> 00:44:07.105]  Speaking of former Treasury head, Dr. Paul Craig Roberts, I was talking to him about it live just a few weeks ago.
[00:44:08.446 --> 00:44:11.507]  And this is what they're doing to our economy.
[00:44:12.495 --> 00:44:13.316]  And you think of a
[00:44:35.896 --> 00:44:36.836]  We're good to go.
[00:44:57.640 --> 00:45:01.602]  Imagine if you had a money and credit machine, how long would it take you to take over society?
[00:45:01.982 --> 00:45:03.142]  Not very long.
[00:45:03.662 --> 00:45:05.363]  And that's what these individuals have done.
[00:45:05.403 --> 00:45:10.465]  And now the Council on Foreign Relations comes right out in the open on their own website.
[00:45:10.505 --> 00:45:13.386]  We have this posted for posterity on truthnews.us.
[00:45:13.686 --> 00:45:16.307]  CFR, the historical anomaly of the dollar.
[00:45:16.567 --> 00:45:18.688]  And they go on to say we need a global currency.
[00:45:19.238 --> 00:45:43.469]  But then you talk about this, and the mainstream media, see the mainstream media will spin, water down, lie, predominantly, but then in the actual publications put out by these different organizations, this is really the shadow government, people that operate our nation, they're very open about it, knowing that the average American is too busy watching reality TV and into Britney Spears and her new English accent, or OJ being brought in and arraigned in court.
[00:45:44.244 --> 00:45:51.287]  Instead of being concerned about how the world really works or who runs things and what do they have planned for the economy that we all live in.
[00:45:51.488 --> 00:45:54.909]  They can't get away with this unless you're ignorant and unengaged.
[00:45:55.490 --> 00:45:57.130]  So, again, I am lecturing.
[00:45:57.170 --> 00:45:59.411]  Please, please, you're smart.
[00:46:00.172 --> 00:46:09.096]  You know all about the football plays and all about the Cowboys and the Giants and all about the Pats and everything about how much each player weighs and what kind of car they drive.
[00:46:09.917 --> 00:46:12.718]  You're an expert on that, but you don't understand fiat currencies.
[00:46:13.823 --> 00:46:30.112]  Now, before I go back to your calls, and then I've got a bunch of other election news, and also some really serious environmental news and economic news I'm going to be going over, I wanted to play just a minute or so, and this too is up on truthnews.us, from a YouTube clip of CNN Friday.
[00:46:31.092 --> 00:46:36.595]  And this is Lou Dobbs, and I'd already reported on this, and I'm not bragging, I'm just saying this has been going on a long time.
[00:46:37.159 --> 00:46:39.642]  But now it's finally getting attention.
[00:46:39.662 --> 00:46:51.514]  Remember I told you two years ago that those big Mexican rallies all over the country calling for open borders, calling for the end of the U.S., saying this is Mexico, that those were funded by the Mexican government and the White House.
[00:46:51.895 --> 00:46:54.358]  It was even in the Dallas Morning News that nobody gave it any attention.
[00:46:54.598 --> 00:46:55.679]  Even BELO got it right.
[00:46:56.360 --> 00:47:01.563]  They said, oh yeah, millions of dollars by this big PR firm, the Mexican government, the U.S.
[00:47:01.583 --> 00:47:06.145]  government are funding in Dallas to run it out of Mexico and into the U.S.
[00:47:06.385 --> 00:47:08.146]  with the media all saying how great it is.
[00:47:08.366 --> 00:47:11.968]  But citizens go out and protest the war, the riot cops will come beat your head in.
[00:47:12.188 --> 00:47:14.189]  But the illegal aliens can run out and block highways.
[00:47:14.809 --> 00:47:16.330]  And we'll tell you why that's so important.
[00:47:16.350 --> 00:47:17.871]  They're not even against the illegal aliens.
[00:47:18.631 --> 00:47:22.153]  I mean, you've all been brainwashed at the general public, just your own form of brainwashing, your own flavors.
[00:47:23.562 --> 00:47:28.104]  This is big picture, but first, because you don't believe me, some of you out there, here it is, Lou Dobbs.
[00:47:29.325 --> 00:47:39.489]  The battle over illegal immigration is about to become the subject of a multi-million dollar advertising campaign in this country, and guess who may be paying for a large part of that?
[00:47:39.609 --> 00:47:40.369]  You'll never guess.
[00:47:40.910 --> 00:47:42.170]  The government of Mexico.
[00:47:42.690 --> 00:47:43.051]  A U.S.
[00:47:43.091 --> 00:47:51.234]  advertising executive says he's close to a deal with the Mexican government to help fund a hundred million dollar ad campaign that would be pushing, you guessed it,
[00:47:52.114 --> 00:47:53.774]  Amnesty for Illegal Aliens.
[00:47:54.355 --> 00:47:55.695]  Casey Wyan has our report.
[00:47:57.595 --> 00:47:58.876]  Lobbying groups for the U.S.
[00:47:58.936 --> 00:48:10.178]  construction, agriculture, and other industries with large illegal alien workforces are funding this series of pro-amnesty TV ads scheduled to air after this year's presidential convention.
[00:48:11.078 --> 00:48:15.839]  And then it goes in to admit that the Mexican government is footing millions and millions of this.
[00:48:15.899 --> 00:48:18.620]  Now, what did I tell you two years ago?
[00:48:20.149 --> 00:48:24.573]  Now, I didn't learn about this under a toadstool or in a cabbage patch.
[00:48:25.393 --> 00:48:26.634]  It was in the Dallas Morning News.
[00:48:26.735 --> 00:48:31.679]  I took the keywords in it, Googled it, and found stuff literally hundreds of times worse.
[00:48:32.019 --> 00:48:33.780]  Because the Dallas Morning News was acting like it was good.
[00:48:34.201 --> 00:48:35.642]  Oh, how cute, how wonderful.
[00:48:35.682 --> 00:48:36.543]  The Mexican and U.S.
[00:48:36.563 --> 00:48:44.169]  government are funding this big PR firm to put tens of millions of dollars of PR and to contact media and to run a big PR campaign.
[00:48:44.875 --> 00:48:55.123]  And the meatpackers groups who'd fired all the American workers and hired the illegal aliens, they paid them with the days off for week after week to run around and do this in the streets.
[00:48:55.463 --> 00:49:04.209]  Big corporations, the media that's financed and owned by them, the government of the U.S., the government of Mexico, for those same corporate interests.
[00:49:05.350 --> 00:49:06.171]  But here's the problem.
[00:49:06.211 --> 00:49:07.272]  We subsidize that.
[00:49:07.352 --> 00:49:11.475]  The average illegal alien is on triple the welfare of even an inner-city black.
[00:49:11.515 --> 00:49:11.915]  Did you know that?
[00:49:12.055 --> 00:49:14.297]  Because they can have multiple identities and it's not enforced.
[00:49:14.986 --> 00:49:19.432]  Did you know that illegal aliens in almost every major city don't have to have a driver's license?
[00:49:19.452 --> 00:49:20.694]  The police have been told to let them go.
[00:49:20.734 --> 00:49:23.117]  I've had Austin cops admit it to my face, but it's been in the paper.
[00:49:23.137 --> 00:49:27.103]  And when they do arrest them, the judges and the courts and the prosecutors say, let them go.
[00:49:27.604 --> 00:49:28.265]  They're above the law.
[00:49:28.285 --> 00:49:29.546]  They don't have to have insurance, nothing.
[00:49:29.927 --> 00:49:30.508]  Citizens do.
[00:49:31.818 --> 00:49:32.519]  We're good to go.
[00:49:50.473 --> 00:49:53.315]  And the illegal aliens are all going in right in front of me, not even checking anything.
[00:49:53.615 --> 00:49:58.599]  But as a citizen, I had full insurance, and I had to yell at them after 30 minutes because I didn't want to lose my finger.
[00:49:58.619 --> 00:50:01.741]  It was dangling by a piece of meat to go put my finger on.
[00:50:01.762 --> 00:50:03.703]  I mean, just experience it for yourself.
[00:50:03.883 --> 00:50:05.704]  Kind of like I tell you, Mercury's still on the vaccines.
[00:50:05.945 --> 00:50:07.626]  Go to your doctor and say, I want a vaccine.
[00:50:07.786 --> 00:50:09.287]  When he walks out, say, I want the insert.
[00:50:09.527 --> 00:50:10.888]  Open up the ingredients and read it.
[00:50:11.128 --> 00:50:12.389]  And go, Alex Jones is right.
[00:50:12.570 --> 00:50:13.830]  The mainstream media is lying.
[00:50:15.011 --> 00:50:17.053]  Find out the truth, ladies and gentlemen.
[00:50:18.348 --> 00:50:21.409]  The government's got thousands of unfunded mandates on the states.
[00:50:21.449 --> 00:50:22.570]  The feds do.
[00:50:23.550 --> 00:50:24.871]  They want to bankrupt the states.
[00:50:25.231 --> 00:50:27.132]  Every state in the union's going bankrupt.
[00:50:27.512 --> 00:50:29.173]  And they pile more and more on.
[00:50:29.293 --> 00:50:33.955]  But there's always more money for cops to go out and write tickets and run checkpoints on citizens.
[00:50:36.476 --> 00:50:42.438]  We have got 100 million people in Mexico, 30 million of those living here in the United States, conservatively.
[00:50:43.439 --> 00:50:46.280]  We have got hundreds of millions of Latin Americans living
[00:50:46.544 --> 00:50:49.106]  50-plus million new births in Latin America in a year.
[00:50:49.226 --> 00:51:00.172]  That's not even all the other foreigners coming in, who come in and literally get first-come, first-served, whatever they want on welfare, which then subsidize them working for five, six bucks an hour.
[00:51:01.053 --> 00:51:13.941]  I'm not against these people individually, but that's why they have Angus and Reid polls, that's why they have Gallup polls showing 67 to upwards of 75 percent, go pull them up for yourself, of Hispanic Americans who are Americans, and then even naturalized Hispanics,
[00:51:14.651 --> 00:51:16.572]  Who say, shut the border down.
[00:51:17.172 --> 00:51:17.633]  Why?
[00:51:17.653 --> 00:51:21.295]  Why when we have an anti-open border rally, we have a lot of Hispanics there?
[00:51:21.315 --> 00:51:27.718]  Because they know their truck driving job went down from $25 an hour to $12 an hour, and it's going down even further.
[00:51:28.394 --> 00:51:33.197]  They know that the company they own is going bankrupt.
[00:51:33.258 --> 00:51:36.700]  They know it's killing the country because they're in the same boat as every other citizen.
